2022-03-08 11:18:58.747 [restartedMain] INFO  com.hz.ServerApplication - Starting ServerApplication on zdeMacBook-Pro with PID 36186 (/Users/zh/Desktop/springcloud/cloud-server6001/target/classes started by zh in /Users/zh/Desktop/springcloud)
2022-03-08 11:19:01.988 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-03-08 11:19:02.052 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-03-08 11:19:02.947 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 6001 (http)
2022-03-08 11:19:03.277 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 4440 ms
2022-03-08 11:19:04.968 [restartedMain] INFO  org.mongodb.driver.cluster - Cluster created with settings {hosts=[8.142.46.67:27017], mode=MULTIPLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=1000}
2022-03-08 11:19:04.968 [restartedMain] INFO  org.mongodb.driver.cluster - Adding discovered server 8.142.46.67:27017 to client view of cluster
2022-03-08 11:19:05.096 [cluster-ClusterId{value='6226cb28c86a740478c4e72c', description='null'}-8.142.46.67:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:135990}] to 8.142.46.67:27017
2022-03-08 11:19:05.120 [cluster-ClusterId{value='6226cb28c86a740478c4e72c', description='null'}-8.142.46.67:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=8.142.46.67:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[3, 2, 9]}, minWireVersion=0, maxWireVersion=4, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=null, roundTripTimeNanos=20691398}
2022-03-08 11:19:05.121 [cluster-ClusterId{value='6226cb28c86a740478c4e72c', description='null'}-8.142.46.67:27017] INFO  org.mongodb.driver.cluster - Discovered cluster type of STANDALONE
2022-03-08 11:19:05.197 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:135989}] to 8.142.46.67:27017
2022-03-08 11:19:05.357 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:135991}] to 8.142.46.67:27017
2022-03-08 11:19:05.471 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:135992}] to 8.142.46.67:27017
2022-03-08 11:19:05.614 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:135993}] to 8.142.46.67:27017
2022-03-08 11:19:05.742 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:135994}] to 8.142.46.67:27017
2022-03-08 11:19:05.871 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:7, serverValue:135995}] to 8.142.46.67:27017
2022-03-08 11:19:05.901 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2022-03-08 11:19:05.996 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:8, serverValue:135996}] to 8.142.46.67:27017
2022-03-08 11:19:06.147 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:9, serverValue:135997}] to 8.142.46.67:27017
2022-03-08 11:19:06.266 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:10, serverValue:135998}] to 8.142.46.67:27017
2022-03-08 11:19:06.409 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:11, serverValue:135999}] to 8.142.46.67:27017
2022-03-08 11:19:06.547 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:12, serverValue:136000}] to 8.142.46.67:27017
2022-03-08 11:19:06.654 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:13, serverValue:136001}] to 8.142.46.67:27017
2022-03-08 11:19:06.794 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:14, serverValue:136002}] to 8.142.46.67:27017
2022-03-08 11:19:06.970 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:15, serverValue:136003}] to 8.142.46.67:27017
2022-03-08 11:19:07.163 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:16, serverValue:136004}] to 8.142.46.67:27017
2022-03-08 11:19:07.199 [restartedMain] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2022-03-08 11:19:07.287 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:17, serverValue:136005}] to 8.142.46.67:27017
2022-03-08 11:19:07.356 [restartedMain] INFO  com.hz.config.ExecutorConfig -  [DUBBO] start asyncServiceExecutor1646709547350, dubbo version: 2.5.3, current host: 127.0.0.1
2022-03-08 11:19:07.357 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2022-03-08 11:19:07.359 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'asyncServiceExecutor'
2022-03-08 11:19:07.372 [restartedMain] INFO  com.hz.config.ExecutorConfig -  [DUBBO] start asyncServiceExecutortest1646709547372, dubbo version: 2.5.3, current host: 127.0.0.1
2022-03-08 11:19:07.373 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2022-03-08 11:19:07.375 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'asyncServiceExecutor1'
2022-03-08 11:19:07.391 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:18, serverValue:136006}] to 8.142.46.67:27017
2022-03-08 11:19:07.516 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2022-03-08 11:19:07.518 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:19, serverValue:136007}] to 8.142.46.67:27017
2022-03-08 11:19:07.655 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:20, serverValue:136008}] to 8.142.46.67:27017
2022-03-08 11:19:07.769 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:21, serverValue:136009}] to 8.142.46.67:27017
2022-03-08 11:19:07.884 [restartedMain] INFO  com.hz.config.WebMvcConfig - 45
2022-03-08 11:19:07.884 [restartedMain] INFO  com.hz.config.WebMvcConfig - 60
2022-03-08 11:19:07.973 [restartedMain] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page: class path resource [templates/index.html]
2022-03-08 11:19:08.629 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2022-03-08 11:19:09.031 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2022-03-08 11:19:09.056 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2022-03-08 11:19:09.158 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2022-03-08 11:19:09.489 [restartedMain] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadUsingPOST_1
2022-03-08 11:19:09.519 [restartedMain] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: testUsingGET_1
2022-03-08 11:19:09.525 [restartedMain] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: deleteUserUsingDELETE_1
2022-03-08 11:19:09.592 [restartedMain] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.46.67:5672]
2022-03-08 11:19:09.729 [restartedMain] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#1ebd54cd:0/SimpleConnection@4e171d30 [delegate=amqp://hz@8.142.46.67:5672/, localPort= 60514]
2022-03-08 11:19:10.488 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 6001 (http) with context path ''
2022-03-08 11:19:10.494 [restartedMain] INFO  com.hz.ServerApplication - Started ServerApplication in 12.528 seconds (JVM running for 13.96)
2022-03-08 11:19:10.931 [RMI TCP Connection(3)-10.204.4.168] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2022-03-08 11:19:10.951 [RMI TCP Connection(3)-10.204.4.168] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 20 ms
2022-03-08 11:19:11.042 [RMI TCP Connection(2)-10.204.4.168] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2022-03-08 11:19:29.166 [Thread-4] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2022-03-08 11:19:29.378 [Thread-4] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2022-03-08 11:19:29.408 [Thread-4] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2022-03-08 11:19:29.466 [Thread-4] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2022-03-08 11:19:29.561 [Thread-4] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2022-03-08 11:19:29.569 [Thread-4] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Shutdown ignored - container is not active already
2022-03-08 11:19:29.571 [Thread-4] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Shutdown ignored - container is not active already
2022-03-08 11:19:29.574 [Thread-4] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'asyncServiceExecutor1'
2022-03-08 11:19:29.574 [Thread-4] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'asyncServiceExecutor'
2022-03-08 11:19:29.642 [Thread-4] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2022-03-08 12:00:59.459 [restartedMain] INFO  com.hz.ServerApplication - Starting ServerApplication on zdeMacBook-Pro with PID 2867 (/Users/zh/Desktop/springcloud/cloud-server6001/target/classes started by zh in /Users/zh/Desktop/springcloud)
2022-03-08 12:00:59.472 [restartedMain] INFO  com.hz.ServerApplication - The following profiles are active: @profileActive@
2022-03-08 12:00:59.629 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in /Users/zh/.m2/repository/com/sun/xml/bind/jaxb-impl/2.3.0/jaxb-impl-2.3.0.jar referenced one or more files that do not exist: file:/Users/zh/.m2/repository/com/sun/xml/bind/jaxb-impl/2.3.0/jaxb-core.jar
2022-03-08 12:00:59.630 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in /Users/zh/.m2/repository/com/sun/xml/bind/jaxb-core/2.3.0/jaxb-core-2.3.0.jar referenced one or more files that do not exist: file:/Users/zh/.m2/repository/com/sun/xml/bind/jaxb-core/2.3.0/jaxb-api.jar
2022-03-08 12:00:59.637 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2022-03-08 12:00:59.641 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2022-03-08 12:01:02.335 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-03-08 12:01:02.336 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2022-03-08 12:01:02.389 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 24ms. Found 0 Redis repository interfaces.
2022-03-08 12:01:03.031 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-03-08 12:01:03.031 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2022-03-08 12:01:03.135 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 104ms. Found 0 MongoDB repository interfaces.
2022-03-08 12:01:03.141 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-03-08 12:01:03.142 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2022-03-08 12:01:03.156 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 13ms. Found 0 Redis repository interfaces.
2022-03-08 12:01:03.377 [restartedMain] INFO  com.alibaba.dubbo.common.logger.LoggerFactory - using logger: com.alibaba.dubbo.common.logger.slf4j.Slf4jLoggerAdapter
2022-03-08 12:01:03.519 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'shiroConfig' of type [com.hz.config.shiro.ShiroConfig$$EnhancerBySpringCGLIB$$bde3138c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-03-08 12:01:03.544 [restartedMain] INFO  com.hz.config.shiro.ShiroConfig - getRealm
2022-03-08 12:01:03.554 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'getRealm' of type [com.hz.config.shiro.ShiroCustomerRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-03-08 12:01:03.559 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sessionStorageEvaluator' of type [org.apache.shiro.web.mgt.DefaultWebSessionStorageEvaluator] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-03-08 12:01:03.628 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'getSecurityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-03-08 12:01:03.628 [restartedMain] INFO  com.hz.config.shiro.ShiroConfig - ==================
2022-03-08 12:01:03.635 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'executorConfig' of type [com.hz.config.ExecutorConfig$$EnhancerBySpringCGLIB$$9be65125] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-03-08 12:01:03.702 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-03-08 12:01:03.742 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-03-08 12:01:04.449 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 6001 (http)
2022-03-08 12:01:04.763 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 5115 ms
2022-03-08 12:01:06.208 [restartedMain] INFO  org.mongodb.driver.cluster - Cluster created with settings {hosts=[8.142.46.67:27017], mode=MULTIPLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=1000}
2022-03-08 12:01:06.208 [restartedMain] INFO  org.mongodb.driver.cluster - Adding discovered server 8.142.46.67:27017 to client view of cluster
2022-03-08 12:01:06.313 [cluster-ClusterId{value='6226d5028ec9986f0a6475bb', description='null'}-8.142.46.67:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:136613}] to 8.142.46.67:27017
2022-03-08 12:01:06.331 [cluster-ClusterId{value='6226d5028ec9986f0a6475bb', description='null'}-8.142.46.67:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=8.142.46.67:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[3, 2, 9]}, minWireVersion=0, maxWireVersion=4, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=null, roundTripTimeNanos=14798872}
2022-03-08 12:01:06.333 [cluster-ClusterId{value='6226d5028ec9986f0a6475bb', description='null'}-8.142.46.67:27017] INFO  org.mongodb.driver.cluster - Discovered cluster type of STANDALONE
2022-03-08 12:01:06.389 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:136612}] to 8.142.46.67:27017
2022-03-08 12:01:06.500 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:136614}] to 8.142.46.67:27017
2022-03-08 12:01:06.603 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:136615}] to 8.142.46.67:27017
2022-03-08 12:01:06.715 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:136616}] to 8.142.46.67:27017
2022-03-08 12:01:06.812 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:136617}] to 8.142.46.67:27017
2022-03-08 12:01:06.892 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2022-03-08 12:01:06.916 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:7, serverValue:136618}] to 8.142.46.67:27017
2022-03-08 12:01:07.026 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:8, serverValue:136619}] to 8.142.46.67:27017
2022-03-08 12:01:07.159 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:9, serverValue:136620}] to 8.142.46.67:27017
2022-03-08 12:01:07.269 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:10, serverValue:136621}] to 8.142.46.67:27017
2022-03-08 12:01:07.429 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:11, serverValue:136622}] to 8.142.46.67:27017
2022-03-08 12:01:07.656 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:12, serverValue:136623}] to 8.142.46.67:27017
2022-03-08 12:01:07.777 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:13, serverValue:136624}] to 8.142.46.67:27017
2022-03-08 12:01:07.875 [restartedMain] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2022-03-08 12:01:07.887 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:14, serverValue:136625}] to 8.142.46.67:27017
2022-03-08 12:01:07.987 [restartedMain] INFO  com.hz.config.ExecutorConfig -  [DUBBO] start asyncServiceExecutor1646712067978, dubbo version: 2.5.3, current host: 127.0.0.1
2022-03-08 12:01:07.988 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2022-03-08 12:01:07.989 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'asyncServiceExecutor'
2022-03-08 12:01:08.000 [restartedMain] INFO  com.hz.config.ExecutorConfig -  [DUBBO] start asyncServiceExecutortest1646712068000, dubbo version: 2.5.3, current host: 127.0.0.1
2022-03-08 12:01:08.001 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2022-03-08 12:01:08.002 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'asyncServiceExecutor1'
2022-03-08 12:01:08.008 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:15, serverValue:136626}] to 8.142.46.67:27017
2022-03-08 12:01:08.087 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2022-03-08 12:01:08.137 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:16, serverValue:136627}] to 8.142.46.67:27017
2022-03-08 12:01:08.258 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:17, serverValue:136628}] to 8.142.46.67:27017
2022-03-08 12:01:08.331 [restartedMain] INFO  com.hz.config.WebMvcConfig - 45
2022-03-08 12:01:08.331 [restartedMain] INFO  com.hz.config.WebMvcConfig - 60
2022-03-08 12:01:08.377 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:18, serverValue:136629}] to 8.142.46.67:27017
2022-03-08 12:01:08.415 [restartedMain] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page: class path resource [templates/index.html]
